user_id,event_name,event_time,platform,acquisition_source
122,purchase,12/19/2025,ios,seo
66,activate,5/14/2025,web,paid
105,activate,9/8/2025,android,seo
195,signup,1/13/2026,ios,paid
159,activate,4/2/2025,android,seo
111,purchase,8/4/2025,web,seo
90,login,5/2/2025,ios,seo
58,purchase,6/8/2025,android,organic
127,purchase,11/15/2025,web,organic
188,activate,10/3/2025,android,referral
115,activate,8/18/2025,android,organic
147,signup,2/22/2025,android,referral
115,activate,8/8/2025,ios,paid
133,activate,2/20/2025,web,organic
36,login,11/13/2025,ios,seo
26,login,5/30/2025,web,referral
95,activate,8/12/2025,web,referral
12,login,9/30/2025,android,referral
112,activate,4/26/2025,ios,referral
124,purchase,2/11/2025,android,referral
177,purchase,7/12/2025,android,seo
66,login,2/11/2025,android,organic
102,login,12/18/2025,ios,organic
198,activate,9/5/2025,ios,organic
46,activate,2/12/2025,android,seo
100,purchase,6/28/2025,android,referral
10,activate,5/24/2025,android,paid
195,activate,4/4/2025,ios,organic
59,signup,3/28/2025,web,paid
198,purchase,7/31/2025,ios,paid
52,signup,7/27/2025,ios,paid
189,signup,6/26/2025,android,seo
46,purchase,11/15/2025,ios,organic
77,activate,7/30/2025,web,organic
62,signup,11/14/2025,web,referral
113,signup,1/25/2025,android,organic
166,signup,2/8/2025,ios,seo
20,purchase,7/31/2025,web,paid
56,signup,2/8/2025,web,paid
28,signup,4/4/2025,web,paid
200,signup,7/7/2025,android,organic
94,signup,5/19/2025,android,seo
69,login,10/12/2025,web,seo
90,signup,3/3/2025,web,seo
14,activate,3/16/2025,android,organic
75,purchase,7/2/2025,android,organic
50,purchase,7/14/2025,ios,referral
89,purchase,5/12/2025,ios,organic
69,activate,10/24/2025,web,referral
70,purchase,11/11/2025,ios,seo
118,activate,6/22/2025,android,organic
14,activate,12/30/2025,web,organic
179,signup,8/30/2025,ios,referral
182,purchase,2/12/2025,ios,organic
83,login,6/19/2025,ios,paid
36,purchase,1/23/2025,ios,organic
191,activate,4/11/2025,ios,organic
195,login,3/13/2025,web,paid
171,purchase,6/28/2025,android,referral
165,activate,12/4/2025,android,seo
173,activate,9/13/2025,web,seo
13,signup,10/17/2025,android,organic
30,login,2/28/2025,web,organic
38,signup,1/19/2026,web,seo
141,login,1/24/2025,web,paid
47,activate,9/21/2025,web,seo
4,purchase,11/19/2025,android,seo
133,login,2/8/2025,ios,organic
163,signup,5/9/2025,web,organic
30,purchase,12/4/2025,android,seo
175,signup,11/26/2025,ios,referral
177,activate,9/11/2025,web,referral
78,activate,1/29/2025,web,paid
155,purchase,3/28/2025,web,organic
164,purchase,8/26/2025,android,organic
79,login,8/16/2025,web,organic
82,purchase,5/16/2025,android,referral
54,purchase,5/7/2025,ios,organic
28,activate,11/17/2025,web,organic
49,purchase,4/28/2025,ios,referral
116,login,2/27/2025,ios,paid
61,activate,11/25/2025,web,organic
170,signup,5/20/2025,android,organic
32,signup,11/12/2025,android,paid
43,signup,5/28/2025,android,organic
26,purchase,1/18/2026,ios,paid
11,purchase,12/10/2025,ios,paid
75,login,11/18/2025,ios,organic
64,activate,7/12/2025,android,referral
16,activate,3/25/2025,ios,organic
177,signup,12/29/2025,android,organic
14,login,10/12/2025,web,seo
48,activate,3/7/2025,android,organic
176,login,4/28/2025,ios,seo
10,activate,9/8/2025,ios,organic
191,signup,12/17/2025,ios,referral
97,activate,2/14/2025,web,referral
169,activate,2/2/2025,web,organic
189,signup,9/29/2025,android,referral
159,purchase,8/14/2025,web,referral
32,login,12/18/2025,android,seo
66,purchase,11/13/2025,android,organic
65,activate,9/17/2025,web,organic
53,login,1/13/2026,ios,seo
85,signup,3/3/2025,web,organic
179,login,10/26/2025,ios,referral
104,signup,4/28/2025,web,referral
33,activate,10/26/2025,android,seo
150,login,7/15/2025,ios,organic
107,purchase,1/24/2025,android,seo
155,login,12/17/2025,web,referral
19,purchase,12/21/2025,android,seo
75,signup,10/7/2025,android,organic
57,login,11/11/2025,android,referral
54,signup,11/19/2025,android,paid
48,activate,5/6/2025,android,paid
163,signup,1/11/2026,web,paid
89,signup,7/31/2025,android,organic
195,activate,6/20/2025,android,organic
105,login,7/2/2025,ios,organic
6,signup,6/12/2025,web,paid
65,signup,2/21/2025,ios,paid
125,signup,11/10/2025,android,seo
74,login,8/31/2025,ios,referral
98,login,8/7/2025,android,seo
101,login,6/7/2025,android,seo
193,signup,12/20/2025,android,seo
95,purchase,5/19/2025,web,referral
14,purchase,3/11/2025,web,paid
14,login,5/22/2025,ios,referral
24,signup,9/30/2025,web,seo
58,login,8/26/2025,web,seo
66,activate,7/4/2025,web,paid
74,activate,10/6/2025,web,organic
186,login,6/15/2025,android,referral
188,activate,3/23/2025,web,paid
141,activate,7/28/2025,web,referral
189,login,8/26/2025,web,paid
37,signup,5/9/2025,web,paid
138,login,7/9/2025,ios,seo
22,purchase,7/8/2025,ios,seo
20,login,5/16/2025,android,paid
30,purchase,12/29/2025,ios,seo
123,signup,5/7/2025,android,referral
127,login,4/17/2025,ios,seo
160,signup,8/7/2025,ios,seo
161,signup,3/6/2025,ios,referral
113,signup,6/18/2025,android,paid
109,purchase,4/10/2025,android,seo
141,purchase,7/18/2025,ios,paid
128,signup,3/25/2025,web,organic
53,activate,2/8/2025,android,paid
131,purchase,5/21/2025,android,organic
198,login,6/5/2025,ios,referral
178,activate,12/23/2025,web,paid
123,signup,9/16/2025,android,referral
125,purchase,11/7/2025,android,paid
167,signup,7/13/2025,android,seo
135,signup,12/8/2025,web,paid
135,signup,7/10/2025,web,seo
162,signup,7/31/2025,ios,organic
102,login,11/17/2025,android,referral
199,login,7/17/2025,android,organic
87,login,11/17/2025,ios,referral
168,signup,11/18/2025,ios,paid
32,purchase,3/4/2025,android,organic
103,activate,8/4/2025,web,organic
5,purchase,9/23/2025,ios,organic
97,login,6/22/2025,android,paid
161,activate,7/30/2025,web,paid
128,activate,1/20/2025,ios,organic
129,purchase,2/23/2025,ios,seo
12,activate,1/18/2026,android,paid
156,purchase,10/28/2025,ios,organic
175,signup,3/30/2025,web,paid
185,activate,2/16/2025,android,organic
78,signup,3/15/2025,web,seo
13,activate,8/8/2025,android,paid
129,purchase,6/14/2025,ios,seo
141,purchase,2/20/2025,android,paid
52,login,6/11/2025,web,seo
157,signup,9/16/2025,ios,paid
17,signup,12/19/2025,ios,referral
63,activate,8/4/2025,ios,organic
154,signup,11/30/2025,ios,seo
90,purchase,3/4/2025,android,seo
99,activate,8/15/2025,android,organic
76,signup,1/31/2025,web,seo
125,purchase,6/30/2025,web,referral
161,login,10/20/2025,web,paid
46,activate,9/18/2025,web,referral
96,signup,2/25/2025,ios,paid
54,signup,3/25/2025,web,referral
12,login,1/28/2025,ios,seo
63,activate,4/20/2025,ios,seo
